Rubro;Nombre;Costo;Pre.;%G1.;Pre2;%G2.;Cod.;Stock;Mod.
IMPORTADAS NOA;CERVEZA KAISERDOM;1590;2000;26;3800;19,5;3318;1274;11/05/2023
BARRICA BEBIDAS;CERVEZA KRAUZBERG NEGRA TOSTADA;181,66;250;38;450;23,86;3123;80;11/05/2023
HUACHANA MARTIN;###############################################################################################################################################################################################################################################################;320;400;25;750;17,19;851621000043;965;11/05/2023
BADIE;CERVEZA KUNSTMAN TOROBAYO;319;400;25;1480;15,99;7802107000562;93;11/05/2023
BADIE;CERVEZA KUNSTMANN IPA;119,15;150;26;550;15,4;7802107000876;-13;11/05/2023
FURCI;CERVEZA LA CAVERNA DEL BRUJO SIN TACC;220;280;27;530;20,45;3071;80;11/05/2023
IMPORTADAS NOA;CERVEZA LA TRAPPE;297;380;28;700;17,85;8711406022207;95;11/05/2023
QUILMES;CERVEZA LEFFE BOT. 330 ML;77;100;30;0;0;5410228142089;65517;11/05/2023
QUILMES;CERVEZA LOWENBRAU 330 ML;58;70;21;389,76;12;40786186;1;11/05/2023
Cofico;CERVEZA MALTA NEGRA S/A;91;120;32;630;15,38;7896760400623;0;11/05/2023
BARRICA BEBIDAS;CERVEZA MALTA REAL 350 CC;456;600;32;1050;15,13;7772115420044;63723;11/05/2023
Cofico;CERVEZA MALTA RUBIA S/A;74;95;28;510;14,86;7896760400609;968;11/05/2023
NATY SARAVIA W.T;CERVEZA ME ECHO LA BURRA BLANCA 350 ML;280;350;25;650;16,07;7798309330098;868;11/05/2023
NATY SARAVIA W.T;CERVEZA ME ECHO LA BURRA BLANCA 660 CC;466;600;29;1100;18,03;7798309330104;4366;11/05/2023
NATY SARAVIA W.T;CERVEZA ME ECHO LA BURRA IPA;466;600;29;1100;18,03;7798309330142;503;11/05/2023
NATY SARAVIA W.T;CERVEZA ME ECHO LA BURRA IPA 350 CC;280;350;25;650;16,07;7798309330135;199;11/05/2023
NATY SARAVIA W.T;CERVEZA ME ECHO LA BURRA NEGRA 350 CC;280;350;25;650;16,07;7798309330050;711;11/05/2023
NATY SARAVIA W.T;CERVEZA ME ECHO LA BURRA NEGRA 660 ML;466;600;29;1100;18,03;7798309330067;325;11/05/2023
NATY SARAVIA W.T;CERVEZA ME ECHO LA BURRA REAL 350 CC;280;350;25;650;16,07;2053;8699;11/05/2023
NATY SARAVIA W.T;CERVEZA ME ECHO LA BURRA REAL 660 CC;466;600;29;1100;18,03;7798309330081;5093;11/05/2023
NATY SARAVIA W.T;CERVEZA ME ECHO LA BURRA ROJA;466;600;29;1100;18,03;7798309330043;678;11/05/2023
NATY SARAVIA W.T;CERVEZA ME ECHO LA BURRA RUBIA 350 CC;280;350;25;650;16,07;2;65524;11/05/2023
NATY SARAVIA W.T;CERVEZA ME ECHO LA BURRA RUBIA 660 CC;466;600;29;1100;18,03;7798309330029;3063;11/05/2023
NATY SARAVIA W.T;CERVEZA ME PATEO LA BURRA;466;600;29;1100;18,03;7798309330166;65465;11/05/2023
NATY SARAVIA W.T;CERVEZA ME PATEO LA BURRA 350 CC;280;350;25;650;16,07;7798309330159;65507;11/05/2023
QUILMES;CERVEZA MICHELOB ULTRA;219,63;270;23;510;16,1;7792798010240;989;11/05/2023
BADIE;CERVEZA MILLER 330 ML;332;400;20;2300;15,46;7793147570231;233;11/05/2023
BADIE;CERVEZA MILLER 600ML;212,82;260;22;1470;15,12;7793147570262;65261;11/05/2023
BADIE;CERVEZA MILLER LATA 473 ML;341;430;26;2400;17,3;7793147001827;98798;11/05/2023
BADIE;CERVEZA MILLER LATA 710 ML;521;650;25;3600;15,16;7793147571382;779;11/05/2023
BADIE;CERVEZA MILLER X 1000CC;542,5;650;20;7200;10,6;7793147570088;58371;11/05/2023
IL DOCTORE;CERVEZA MONASTERE BLOND 500CC;1070;1400;31;2600;21,5;8718104917767;89;11/05/2023
IL DOCTORE;CERVEZA MONASTERE DOUBLE 500CC;1070;1400;31;2600;21,5;8718104917774;96;11/05/2023
QUILMES;CERVEZA NEGRA MODELO 355 ML;44,87;60;34;0;0;75031589;65528;11/05/2023
Cofico;CERVEZA OETTINGER PILS;130;160;23;300;15,38;4014086020360;81;11/05/2023
Cofico;CERVEZA OETTINGER SUPER FUERTE;130;160;23;300;15,38;4014086020483;82;11/05/2023
IL DOCTORE;CERVEZA ORANGEBOOM 8.5 500CC;550;700;27;1300;18,18;8725000637514;91;11/05/2023
IL DOCTORE;CERVEZA ORANJEBOOM LATA ORIGINAL 500 CC;900;1200;33;2200;22,22;8718104902343;981;11/05/2023
Cofico;CERVEZA ORANJEBOOM LIMON LATA  500 CC;900;1200;33;2200;22,22;8718104910461;627;11/05/2023
BARRICA BEBIDAS;CERVEZA ORIGENES;40;50;25;0;0;1921;65522;11/05/2023
OSOLA;CERVEZA OTRO MUNDO INDIA PALE ALE;52,32;66;26;0;0;7798123860368;65482;11/05/2023
OSOLA;CERVEZA OTRO MUNDO NUT BROWN;47,97;66;37;0;0;7798123860078;5;11/05/2023
OSOLA;CERVEZA OTRO MUNDO STRONG RED;47,97;66;37;0;0;7798123860016;5;11/05/2023
OSOLA;CERVEZA OTRO MUNDO X 3 + COPA;400;510;28;0;0;7798123860030;65520;11/05/2023
BARRICA BEBIDAS;CERVEZA PACE•A LATA 437 CC;695;900;30;1700;22,3;7772106002457;61358;11/05/2023
BARRICA BEBIDAS;CERVEZA PACE§A PICO DE ORO;24,16;45;86;0;0;77766083;970;11/05/2023
BARRICA BEBIDAS;CERVEZA PACE•A SIN ALCOHOL  354 ML;25;35;40;0;0;7772106004505;65044;11/05/2023
QUILMES;CERVEZA PATAGONIA 24.7 410 ML.;396;480;21;2750;15,74;7792798006168;920;11/05/2023
QUILMES;CERVEZA PATAGONIA 24.7 IPA SAUCO;673,1;820;22;4650;15,14;7792798002399;3213;11/05/2023
QUILMES;CERVEZA PATAGONIA 24.7 LATA 473 ML;482;580;20;3300;14,11;7792798001972;65205;11/05/2023
QUILMES;CERVEZA PATAGONIA ABRAZO DE OSO  473 ML;482;580;20;3300;14,11;7792798004331;932;11/05/2023
QUILMES;CERVEZA PATAGONIA AMBER LAGER 473 ML;482;580;20;3300;14,11;7792798001965;65248;11/05/2023
QUILMES;CERVEZA PATAGONIA AMBER LAGER 730 ML;672,1;820;22;4650;15,31;7792798002351;314;11/05/2023
QUILMES;CERVEZA PATAGONIA AMBER LAGER LATA 410 ML;396;480;21;2700;13,64;7792798005956;998;11/05/2023
QUILMES;CERVEZA PATAGONIA BOHEMIAN 355 ML;64;80;25;0;0;7792798007148;65519;11/05/2023
QUILMES;CERVEZA PATAGONIA BOHEMIAN 355 ML;47;60;28;0;0;7792798008148;70;11/05/2023
QUILMES;CERVEZA PATAGONIA BOHEMIAN PILSENER;672,1;820;22;4650;15,31;7792798002368;581;11/05/2023
QUILMES;CERVEZA PATAGONIA BOHEMIAN PILSENER 410 ML.;396;480;21;2750;15,74;7792798006502;913;11/05/2023
QUILMES;CERVEZA PATAGONIA DESC. AMBER;672,1;820;22;4650;15,31;7792798007158;731;11/05/2023
QUILMES;CERVEZA PATAGONIA DESC. BOHEMIAN;673,1;820;22;4650;15,14;7792798007165;65386;11/05/2023
QUILMES;CERVEZA PATAGONIA DESC. WEISSE;1082,53;1300;20;7500;15,47;7792798002375;461;11/05/2023
QUILMES;CERVEZA PATAGONIA HOPPY LAGER;673,1;820;22;4650;15,14;7792798003846;1903;11/05/2023
QUILMES;CERVEZA PATAGONIA HOPPY LAGER LATA 269 ML;150;190;27;350;16,67;7792798004720;849;11/05/2023
QUILMES;CERVEZA PATAGONIA IPA SAUCO;351;430;23;2450;16,33;7792798001101;65497;11/05/2023
QUILMES;CERVEZA PATAGONIA KUNE;673,1;820;22;4650;15,14;7792798002382;65111;11/05/2023
QUILMES;CERVEZA PATAGONIA O. FEST LATA;482;580;20;3300;14,11;7792798002535;993;11/05/2023
QUILMES;CERVEZA PATAGONIA OCTOBER FEST 710 ML;673,1;820;22;4650;15,14;7792798001873;65525;11/05/2023
QUILMES;CERVEZA PATAGONIA OCTOBER FEST LATA 473 M;482;580;20;3300;14,11;779279800253535;65465;11/05/2023
QUILMES;CERVEZA PATAGONIA PORTER 740 ML;673,1;820;22;4650;15,14;7792798001811;470;11/05/2023
IL DOCTORE;CERVEZA PATAGONIA SENDERO SUR;482;580;20;3300;14,11;7792798009565;977;11/05/2023
QUILMES;CERVEZA PATAGONIA SOL CITRA;250,33;310;24;1730;15,18;7792798009459;10076;11/05/2023
QUILMES;CERVEZA PATAGONIA VERA IPA;673,1;820;22;4650;15,14;7792798010882;456;11/05/2023
QUILMES;CERVEZA PATAGONIA VERA IPA LATA 410 ML;396;480;21;2750;15,74;7792798006182;995;11/05/2023
QUILMES;CERVEZA PATAGONIA WEISSE LATA 473 ML;482;580;20;3300;14,11;7792798002528;887;11/05/2023
IL DOCTORE;CERVEZA PAULANER;930;1200;29;2200;18,28;4066600601920;989;11/05/2023
BARRICA BEBIDAS;CERVEZA PECADORA 350 CC;280;350;25;649;15,85;7798309330111;844;11/05/2023
BARRICA BEBIDAS;CERVEZA PECADORA 660 CC;466;600;29;1088;16,79;7798309330128;188;11/05/2023
IL DOCTORE;CERVEZA PE•ON DEL µGUILA ABSTEMIA;560;750;34;1400;25;7798287170655;987;11/05/2023
OSOLA;CERVEZA PE•ON DEL AGUILA CON MIEL 473CC;560;750;34;1400;25;7798287170044;971;11/05/2023
OTROS;CERVEZA PE•ON DEL AGUILA IPA;560;750;34;1400;25;7798287170297;5654;11/05/2023
OTROS;CERVEZA PE•ON DEL AGUILA MEXICAN 473 ML;560;750;34;1400;25;7798287170181;4697;11/05/2023
OSOLA;CERVEZA PE•ON DEL AGUILA NEGRA X473CC;560;750;34;1400;25;7798287170037;65429;11/05/2023
OSOLA;CERVEZA PE•ON DEL AGUILA ROJA X473CC;560;750;34;1400;25;7798287170020;65432;11/05/2023
OSOLA;CERVEZA PE•ON DEL AGUILA RUBIA X473CC;560;750;34;1400;25;7798287170013;1344;11/05/2023
Cofico;CERVEZA POLLER MALZBIER LATA473;80;100;25;180;12,5;7898055050780;97;11/05/2023
Promos;CERVEZA QUILMES  COMBO 1 L.X 2;982,62;1150;0;0;0;3005;0;11/05/2023
CERVEZAS X MAYOR Y PROMO;CERVEZA QUILMES 1.2 X2;1075,32;1250;0;0;0;3381;0;11/05/2023
QUILMES;CERVEZA QUILMES 1890 OK;419,21;510;22;5600;11,32;7792798007738;65458;11/05/2023
QUILMES;CERVEZA QUILMES BOCA ANCHA;55;70;27;730;10,61;7792798006915;584;11/05/2023
QUILMES;CERVEZA QUILMES CLASICA 740 CC;95;120;26;660;15,79;7792798009893;42;11/05/2023
QUILMES;CERVEZA QUILMES CRISTAL  X 1 L;491,31;600;22;6500;10,25;7792798007387;8324;11/05/2023
QUILMES;CERVEZA QUILMES CRISTAL X 1.2 L;537,66;650;21;5950;10,66;7792798008162;26511;11/05/2023
QUILMES;CERVEZA QUILMES DOBLE MALTA 1 L.;458,35;560;22;6100;10,91;7792798011544;926;11/05/2023
OSOLA;CERVEZA QUILMES LATA BOCA;50;70;40;345;15;3164;974;11/05/2023
QUILMES;CERVEZA QUILMES LATA GRANDE 473CC;200;300;50;1500;25;7792798012923;99961768;11/05/2023
OSOLA;CERVEZA QUILMES LATA RIVER;50;60;20;340;13,33;3163;905;11/05/2023
QUILMES;CERVEZA QUILMES LIEBER;118,19;150;27;1560;9,99;7792798007431;65308;11/05/2023
QUILMES;CERVEZA QUILMES NEGRA 340 CC;131,84;160;21;600;13,77;7792798001255;8124;11/05/2023
QUILMES;CERVEZA QUILMES RED LAGER;182;220;21;2400;9,89;7792798003822;951;11/05/2023
QUILMES;CERVEZA QUILMES RED LAGER 473 ML;261,65;320;22;1800;14,66;7792798003808;468;11/05/2023
QUILMES;CERVEZA QUILMES RUBIA 340 CC;131,84;160;21;600;13,77;7792798011087;2609;11/05/2023
QUILMES;CERVEZA QUILMES SIN ALCOHOL LATA 473 ML;249;300;20;1700;13,79;7792798009107;99770;11/05/2023
QUILMES;CERVEZA QUILMES STOUT 1 L;452,17;550;22;6000;10,58;7792798007400;4700;11/05/2023
QUILMES;CERVEZA QUILMES STOUT 340 CC;131,84;160;21;600;13,77;7792798007561;65464;11/05/2023
QUILMES;CERVEZA QUILMES STOUT LATA 473 CC;262;320;22;1800;14,5;7792798001316;5282;11/05/2023
BADIE;CERVEZA SALTA 1 L X 2;863;1000;0;0;0;3089;0;11/05/2023
BADIE;CERVEZA SALTA 1.2 L;450,38;540;20;5000;11,02;7793147570118;89653;11/05/2023
BADIE;CERVEZA SALTA 1.2 X 2;900,76;1050;0;0;0;3088;0;11/05/2023
BADIE;CERVEZA SALTA 330 CC;37,5;49;30;0;0;7793147000431;65498;11/05/2023
BADIE;CERVEZA SALTA 330 ML X 12;450,05;518;15;0;0;2196;99;11/05/2023
BADIE;CERVEZA SALTA CAUTIVA 1 L.;490,41;590;20;6490;10,28;7793147572334;3512;11/05/2023
BADIE;CERVEZA SALTA CAUTIVA BLEND 473 ML;304,25;370;22;2100;15,04;7793147572570;9550;11/05/2023
BADIE;CERVEZA SALTA CAUTIVA ROJA 1 L.;490,41;590;20;3250;10,45;7793147572396;884;11/05/2023
BADIE;CERVEZA SALTA CAUTIVA ROJA 473 CC;304,33;370;22;2100;15,01;7793147572389;439;11/05/2023
BADIE;CERVEZA SALTA CAUTIVA RUBIA 473 CC;304,33;370;22;2100;15,01;7793147572327;441;11/05/2023
Promos;cerveza salta negra  500 OFERTA;369,8;406;0;0;0;3069;0;11/05/2023
BADIE;CERVEZA SALTA NEGRA 500 ML;368,66;450;22;5100;15,28;7793147570644;62148;11/05/2023
BADIE;CERVEZA SALTA NEGRA LATA 473 ML;245,83;320;30;1800;22,04;7793147571344;19158;11/05/2023
BARRICA BEBIDAS;CERVEZA SALTA NEGRA LATA X 473 CC FARDO X 24;5899,92;6288;0;0;0;3402;0;11/05/2023
Promos;cerveza salta negra para cofico;4423,92;4860;0;0;0;3183;0;11/05/2023
BADIE;CERVEZA SALTA NEGRA X 1 L;369,8;450;22;4900;10,42;7793147000974;6774;11/05/2023
BADIE;CERVEZA SALTA ROJA 1 L.;197,2;240;22;2610;10,29;7793147572136;629;11/05/2023
BADIE;CERVEZA SALTA ROJA 500 ML;204,11;250;22;1350;10,23;7793147572129;751;11/05/2023
BADIE;CERVEZA SALTA RUBIA 500 ML;368,66;450;22;5100;15,28;7793147570651;288;11/05/2023
BADIE;CERVEZA SALTA RUBIA LATA X 473 CC;239,6;300;25;1700;18,25;7793147570347;20818;11/05/2023
BADIE;CERVEZA SALTA RUBIA X 1 L;431,5;520;21;5730;10,66;7793147000967;42125;11/05/2023
BARRICA BEBIDAS;CERVEZA SAN LUNES 350 CC;280;350;25;642;14,61;3;97;11/05/2023
BARRICA BEBIDAS;CERVEZA SAN LUNES 660 CC;466;600;29;1080;15,93;7798309330180;50;11/05/2023
Cofico;CERVEZA SCC SUMMER TIME LATA 473CC;110;140;27;250;13,64;3215;95;11/05/2023
IL DOCTORE;CERVEZA SCHLENKERLA AHUMADA;300;380;27;700;16,67;4037458000012;98;11/05/2023
BADIE;CERVEZA SCHNEIDER 1 L.;431,5;520;21;5700;10,08;7793147001025;65356;11/05/2023
BADIE;CERVEZA SCHNEIDER 710 ML;422;550;30;3050;20,46;7793147570606;98675;11/05/2023
BADIE;CERVEZA SCHNEIDER LATA 473 CC;216,66;300;38;1550;19,23;7793147118860;9996585;11/05/2023
BADIE;CERVEZA SCHNEIDER NEGRA LATA 473 ML;240,2;290;21;1662;15,32;7793147571085;6762;11/05/2023
BADIE;CERVEZA SCHNEIDER ROJA LATA 473 CC;226,7;280;24;1570;15,42;7793147571078;4001;11/05/2023
IL DOCTORE;CERVEZA SCHOFFERHOFER BOT 500 ML;980;1300;33;2400;22,45;4053400282374;776;11/05/2023
IL DOCTORE;CERVEZA SCHOFFERHOFER DUNKEL;830;1100;33;2000;20,48;4053400277738;937;11/05/2023
BARRICA BEBIDAS;CERVEZA SCHOFFERHOFER KRISTAL X 500CC;980;1300;33;2400;22,45;4053400001821;72;11/05/2023
BARRICA BEBIDAS;CERVEZA SHOFFERHOFER;830;1100;33;2000;20,48;4053400001838;2996;11/05/2023
BARRICA BEBIDAS;CERVEZA SHOFFERHOFER BARRIL X 5 L;957;1120;17;0;0;1895;65535;11/05/2023
IL DOCTORE;CERVEZA SIN ALCOHOL CLAUSTHALER LIMON;830;1100;33;2000;20,48;4053400268545;928;11/05/2023
QUILMES;CERVEZA SKOL;65;80;23;860;10,26;7891149201006;65345;11/05/2023
BADIE;CERVEZA SOL 1 L.;651;780;20;8600;10,09;7793147571405;670;11/05/2023
BADIE;CERVEZA SOL RUBIA 330 ML;250;320;28;1800;20;7793147001216;64707;11/05/2023
BADIE;CERVEZA SOL RUBIA 650 ML;159,33;200;26;1100;15,07;7793147001223;65286;11/05/2023
BADIE;CERVEZA SOL RUBIA LATA 473CC;382,5;480;25;2700;17,65;7793147001704;63772;11/05/2023
Cofico;CERVEZA SPOLLER X 500 ML;80;100;25;180;12,5;7898055050605;90;11/05/2023
Cofico;CERVEZA STARBERG 500CC;85;110;29;600;17,65;3162330450010;81;11/05/2023
QUILMES;CERVEZA STELLA  ARTOIS 410 CC;269;330;23;1850;14,64;7792798010622;2516;11/05/2023
QUILMES;CERVEZA STELLA  ARTOIS LATA 473 CC;388;480;24;2700;15,98;7792798010615;8894;11/05/2023
QUILMES;CERVEZA STELLA ARTOIS 1 L.;707;860;22;9350;10,21;7792798010561;8521;11/05/2023
QUILMES;CERVEZA STELLA ARTOIS 269 ML;194,26;240;24;1350;15,82;7792798010646;1000;11/05/2023
QUILMES;CERVEZA STELLA ARTOIS 710 ML;556,2;670;20;3850;15,37;7792798010721;9149;11/05/2023
QUILMES;CERVEZA STELLA ARTOIS BELGIUM X 6 ok;318,24;370;16;2139;12;7792798779277;-1;11/05/2023
QUILMES;CERVEZA STELLA ARTOIS LATA 269 CC;79;100;27;550;16,03;7792798001774;828;11/05/2023
QUILMES;CERVEZA STELLA ARTOIS NOIRE;706,58;860;22;9400;10,86;7792798007844;65106;11/05/2023
QUILMES;CERVEZA STELLA ARTOIS NOIRE LATA 473 ML;388;480;24;2700;15,98;7792798009312;411;11/05/2023
QUILMES;CERVEZA STELLA ARTOIS SIN ALCOHOL  330 ML;353,3;430;22;2450;15,58;7792798010059;874;11/05/2023
QUILMES;CERVEZA STELLA ARTOIS X 355 ML;109,08;130;19;750;14,59;7792798006045;898;11/05/2023
QUILMES;CERVEZA STELLA BLANCHE LATA 473 ML;388;480;24;2700;15,98;7792798012701;9969;11/05/2023
QUILMES;CERVEZA STELLA NOIRE 410 CC;269;330;23;1850;14,64;7792798010653;485;11/05/2023
Cofico;CERVEZA STRAUS HONEY SIN TAC 355CC;113;140;23,89;759,36;12;76625250359;94;11/05/2020
QUILMES;CERVEZA TEMPLE SCOTTISH;452,17;550;22;3200;17,95;7792798009350;180;11/05/2023
QUILMES;CERVEZA TEMPLE WOLF IPA;452,17;550;22;3200;17,95;7792798008858;3620;11/05/2023
Cofico;CERVEZA THE MULA BLUEBERRY CREAM ALE;300;400;33;700;16,67;614143608179;86;11/05/2023
Cofico;CERVEZA THE MULA CITRAMANGO DOBLE IPA;300;400;33;700;16,67;614143608193;82;11/05/2023
Cofico;CERVEZA THE MULA MADAGASCAR VAINILLA;300;400;33;700;16,67;614143608186;85;11/05/2023
Cofico;CERVEZA TSINGTAO  BOTELLA;87,71;100;14;578,88;10;6901035601030;948;11/05/2023
IMPORTADAS NOA;CERVEZA VIRACOCHA;153;200;31;370;20,92;3317;76;11/05/2023
IL DOCTORE;CERVEZA VOLL-DAMM DOBLE MALTA 33CL;360;450;25;830;15,28;8410793032935;94;11/05/2023
BADIE;CERVEZA WARSTEINER  1 L.;542,5;650;20;7200;10,6;7793147570989;9803;11/05/2023
BADIE;CERVEZA WARSTEINER 600 ML;100;130;30;230;15;7795697612775;437;11/05/2023
BARRICA BEBIDAS;CERVEZA WARSTEINER BARRIL 5 LTS.;887,22;1090;22;0;0;4000856003107;65531;11/05/2023
BADIE;CERVEZA WARSTEINER LATA 473 CL;334,75;410;22;2310;15,01;7793147570927;64344;11/05/2023
BADIE;CERVEZA WARSTEINER NO RETORNABLE;54,35;71;30;0;0;7795697000107;964;11/05/2023
Cofico;CERVEZA WEIDMANN 500 CC;200;260;30;470;17,5;8718104902350;89;11/05/2023
FURCI;CERVEZA WEIDMANN DUNKEL 500 ML;225;290;29;540;20;8718104902374;88;11/05/2023
FURCI;CERVEZA WEIDMANN PILSENER;225;290;29;540;20;8725000183646;93;11/05/2023
FURCI;CERVEZA WEIDMANN SCHWARZBIER 500 ML;225;290;29;540;20;8718104902367;97;11/05/2023
LAS LUCIAS TACUIL;CERVEZAS RED DEER;325;450;38;800;23,08;3347;575;11/05/2023
QUILMES;CERVEZASTELLA NOIRE BLACK LATA 355 ML;86,98;110;26;600;14,97;2269;972;11/05/2023
BARRICA BEBIDAS;CHACABUCO LATA ALUMINIO DULCE NATURAL;916,48;1200;31;6300;14,57;7791843022511;990;11/05/2023
OTROS;Chamabico;20;30;50;134,4;12;3205;2;11/05/2023
GOITEA;CHAMPAGNE AMALAYA BRUT NATURE;1900;2400;26;13200;15,79;7798104760458;65427;11/05/2023
GOITEA;CHAMPAGNE AMALAYA ESTUCHE;350;420;20;0;0;1435;65535;11/05/2023
BARRICA BEBIDAS;CHAMPAGNE ESPUMANTE RIVER;337,5;385;14;0;0;7798132912294;-1;11/05/2023
BARRICA BEBIDAS;CHAMPAGNE FABRE BRUT NATURE;197,16;235;19;0;0;7798000210996;996;11/05/2023
OSOLA;CHAMPAGNE MUMM EXTRA BRUT;1193;1500;26;8100;13,16;7791560040126;65367;11/05/2023
OSOLA;CHAMPAGNE RENAISSANCE;558,33;750;34;3800;13,43;7798167890017;83487;11/05/2023
CORDOBEZA;CHANDON BRUT NATURE CUVEE;2846;3600;26;19800;15,95;7790975198699;65434;11/05/2023
CORDOBEZA;CHANDON BRUT NATURE ROSE;482,72;600;24;3328;14,89;7790975006239;983;11/05/2023
CORDOBEZA;CHANDON DELICE;2170;2800;29;15000;15,21;7790975198651;65006;11/05/2023
CORDOBEZA;CHANDON DELICE 187 CC;234;300;28;1550;10,4;7790975198972;978;11/05/2023
CORDOBEZA;CHANDON DELICE 375 CC;465,5;600;29;6150;10,1;7790975005980;84;11/05/2023
CORDOBEZA;CHANDON DEMI SEC;2170;2800;29;15000;15,21;7790975000190;873;11/05/2023
CORDOBEZA;CHANDON EXTRA BRUT 187 ML;234;300;28;1550;10,4;7790975001555;89;11/05/2023
CORDOBEZA;CHANDON EXTRA BRUT 375 CC;465,5;600;29;6150;10,1;7790975000220;79;11/05/2023
CORDOBEZA;CHANDON EXTRA BRUT 750 CC;2170;2800;29;15000;15,21;7790975198613;64892;11/05/2023
CORDOBEZA;CHANDON EXTRA BRUT EDIC. LIMITADA;960;1200;25;6451;12;7790975000275;-5;11/05/2023
CORDOBEZA;CHANDON ROSE;2170;2800;29;15000;15,21;7790975198590;410;11/05/2023
CORDOBEZA;CHANDON ROSE 18.7 CL;320;400;25;2120;10,42;7790975020358;94;11/05/2023
CORDOBEZA;CHANDON ROSE 375 CC;465,5;600;29;6150;10,1;7790975002156;100;11/05/2023
QUILMES;CHAPON QUILMES + 6 LATAS;720;900;25;830;15,28;7792798009831;0;11/05/2023
Promos;CHAQUE•O 2 X $800;1200;1420;0;0;0;4384;0;11/05/2023
GPS DISTRIBUCIONES;CHAQUE•O PALAVECINO MALBEC 750 ML;600;800;33;4032;12;7798391420042;4;11/05/2023
TERRABUSI;CHCOCOLATE MJOY OREO BLANCO;259,1;350;35;1741;12;7622210745132;822;11/05/2023
BADIE;CHEETOS 105G;71,3;90;26;479;12;7790310982402;48;11/05/2023
BRINDAR OTROS;CHEETOS 150 GR.;113,11;140;24;760,1;12;7790310983188;98;11/05/2023
BRINDAR OTROS;CHEETOS 95 GR.;80,8;100;24;542,98;12;7790310983171;94;11/05/2023
ARCOR;CHEETOS ANILLITOS X 29G;26,44;33;26;0;0;7790310005293;74;11/05/2023
LAYS;CHEETOS QUESO 25 GR.;19,8;25;26;0;0;7790310981603;83;11/05/2023
BRINDAR OTROS;CHEETOS QUESO 47 GR;246,15;320;30;1654;12;7790310984482;719;11/05/2023
BRINDAR OTROS;CHEETOS QUESO 94 GR.;461,54;600;30;3102;12;7790310984499;9950;11/05/2023
LAYS;CHEETOS QUESO CLASICO X 56 GR;24,35;30;23;0;0;7790310006771;83;11/05/2023
EZD;CHESTER ROJO BOX 20 ED LIM;285,97;335;17;1921,74;12;77967039;966;11/05/2023
EZD;CHESTERFIELD CONVERTIBLE 20;322,85;386;20;2169,54;12;77967046;946;11/05/2023
EZD;CHESTERFIELD CORAL MOTION;215,04;246;15;1445,04;12;77983893;981;11/05/2023
EZD;CHESTERFIELD CORAL MOTION X 20;574,56;672;17;3861,06;12;77982476;9985;11/05/2023
EZD;CHESTERFIELD FRESH 10 BOX;295,68;350;18;0;-100;77953964;64182;11/05/2023
TERRABUSI;CHICLE BAZOOKA MENTA;10,65;20;88;0;0;62;65176;11/05/2023
TERRABUSI;CHICLE BELDENT CHICLE GLOBO;82,82;120;45;557;12;77944276;964;11/05/2023
TERRABUSI;CHICLE BELDENT CHICLE GLOBO CERO AZUCAR;82,82;120;45;557;12;77969101;960;11/05/2023
TERRABUSI;CHICLE BELDENT FRUTILLA;82,82;120;45;557;12;77901651;940;11/05/2023
TERRABUSI;CHICLE BELDENT FRUTILLA CERO AZUCAR;82,82;120;45;557;12;77969118;922;11/05/2023
TERRABUSI;CHICLE BELDENT INFINIT BLUEBERRY;177,34;250;41;1192;12;7622201457457;855;11/05/2023
TERRABUSI;CHICLE BELDENT INFINIT CITRUS;177,34;250;41;1192;12;7622201457426;975;11/05/2023
TERRABUSI;CHICLE BELDENT INFINIT MENTA;177,34;250;41;1193;12,08;7622201457334;956;11/05/2023
TERRABUSI;01/07/2001;100;150;50;780;30;7622201421496;999;11/05/2023
TERRABUSI;CHICLE BELDENT INFINIT SPEARMINT;177,34;250;41;1192;12;7622201457396;993;11/05/2023
TERRABUSI;CHICLE BELDENT MENTA CERO AZUCAR;82,82;120;45;557;12;77969071;693;11/05/2023
TERRABUSI;CHICLE BELDENT MENTA FUERTE CERO AZUCAR;82,82;120;45;557;12;77969088;9869;11/05/2023
TERRABUSI;CHICLE BELDENT MENTA SUAVE;82,82;120;45;0;-100;77942418;190;11/05/2023
TERRABUSI;CHICLE BELDENT MENTOL CERO AZUCAR;82,82;120;45;557;12;77969095;461;11/05/2023
TERRABUSI;CHICLE BELDENT MENTOL TURBO;82,82;120;45;557;12;77942401;983;11/05/2023
TERRABUSI;CHICLE BELDENT TUTI FRUTI;82,82;120;45;0;-100;77995186;190;11/05/2023
TERRABUSI;CHICLE BELDENT X FRESH GREEN SPEARMINT;82,82;120;45;0;0;7622300988623;29;11/05/2023
TERRABUSI;CHICLE BELDENT X SENS FRAMB-LIMON;82,82;120;45;0;0;7622210657909;50;11/05/2023
TERRABUSI;CHICLE BELDENT X SENS SANDIA-DURAZNO;82,82;120;45;0;0;7622210657930;7;11/05/2023
TERRABUSI;CHICLE BUBALOO FRUTILLA;9,64;20;107;0;0;63;64813;11/05/2023
TERRABUSI;CHICLE BUBALOO MENTA;9,64;20;107;0;0;64;65106;11/05/2023
TERRABUSI;CHICLE BUBALOO ROCK;9,64;20;107;0;0;65;58;11/05/2023
TERRABUSI;CHICLE BUBALOO TUTTI FRUTY;9,64;20;107;0;0;66;460;11/05/2023
